uid,age,gender,race
586,46,Male,White
587,37,Male,White
588,6,Female,Hispanic
589,55,Male,Hispanic
590,52,Male,Black
591,88,Female,Black
592,45,Female,Hispanic
593,58,Male,White
594,13,Female,Black
595,57,Female,Black
596,44,Male,Hispanic
597,72,Female,Hispanic
598,20,Male,Hispanic
599,73,Female,Black
600,26,Male,White
601,34,Female,Hispanic
602,48,Female,White
603,47,Female,Hispanic
604,33,Male,Black
605,24,Female,Hispanic
606,17,Male,White
607,60,Male,White
608,77,Female,Two
609,5,Male,White
610,27,Male,Hispanic
611,15,Male,Black
612,61,Male,White
613,14,Female,Black
614,17,Male,Hispanic
615,58,Male,White
616,58,Male,Hispanic
617,67,Female,White
618,94,Female,Black
619,2,Female,White
620,15,Male,Black
621,41,Female,Hispanic
622,14,Male,White
623,41,Male,Hispanic
624,24,Female,Black
625,48,Male,Black
626,42,Male,Hispanic
627,37,Male,White
628,58,Male,Hispanic
629,20,Male,White
630,8,Male,Black
631,13,Female,Black
632,16,Female,White
633,76,Male,White
634,16,Female,Black
635,50,Female,Black
636,5,Male,Hispanic
637,3,Male,White
638,36,Male,Hispanic
639,12,Female,White
640,17,Female,Hispanic
641,47,Male,Asian
642,67,Female,White
643,27,Female,Hispanic
644,21,Male,White
645,14,Male,Hispanic
646,74,Female,White
647,57,Male,Asian
648,52,Male,Asian
649,94,Male,Hispanic
650,58,Male,Hispanic
651,16,Female,White
652,5,Female,Black
653,30,Male,White
654,43,Male,White
655,28,Male,White
656,42,Male,White
657,46,Male,Hispanic
658,55,Male,White
659,74,Female,Asian
660,36,Male,Black
661,90,Male,Hispanic
662,61,Female,Black
663,14,Female,Hispanic
664,46,Male,Hispanic
665,3,Male,Hispanic
666,44,Female,White
667,13,Female,White
668,74,Male,White
669,7,Male,Hispanic
670,75,Male,Hispanic
671,18,Female,White
672,65,Female,Hispanic
673,11,Male,White
674,4,Female,White
675,72,Female,Two
676,55,Male,Black
677,55,Female,Hispanic
678,66,Female,Hispanic
679,52,Male,Hispanic
680,26,Female,White
681,24,Male,White
682,12,Female,Hispanic
683,11,Male,White
684,1,Male,White
685,24,Female,Asian
686,2,Male,Hispanic
687,28,Male,White
688,76,Female,White
689,31,Female,Hispanic
690,47,Female,Hispanic
691,38,Female,White
692,68,Male,Black
693,72,Female,Hispanic
694,72,Male,Black
695,18,Female,White
696,66,Male,White
697,28,Female,Hispanic
698,55,Female,White
699,26,Male,White
700,30,Male,Hispanic
701,7,Female,Hispanic
702,34,Female,White
703,63,Male,White
704,15,Female,Black
705,20,Female,Hispanic
706,52,Male,White
707,63,Female,Black
708,46,Male,Hispanic
709,73,Female,Hispanic
710,30,Male,Black
711,68,Male,Hispanic
712,65,Male,Hispanic
713,6,Female,Hispanic
714,20,Male,White
715,40,Female,Black
716,90,Male,Hispanic
717,43,Female,White
718,6,Female,Black
719,38,Male,Hispanic
720,65,Male,Black
721,38,Male,White
722,21,Female,White
723,77,Female,Two
724,66,Male,White
725,54,Female,White
726,25,Male,Black
727,10,Male,White
728,3,Female,Hispanic
729,67,Female,Hispanic
730,38,Male,Hispanic
731,18,Female,Hispanic
732,22,Female,Two
733,46,Male,Hispanic
734,1,Male,Other
735,51,Male,White
736,0,Male,Hispanic
737,37,Female,Hispanic
738,27,Female,White
739,55,Male,White
740,11,Male,Hispanic
741,47,Female,White
742,53,Male,Hispanic
743,24,Female,Black
744,51,Male,White
745,5,Female,Hispanic
746,72,Female,White
747,71,Female,White
748,32,Male,White
749,44,Male,White
750,5,Male,Two
751,40,Male,Hispanic
752,65,Male,White
753,92,Female,Black
754,17,Female,White
755,44,Male,Hispanic
756,44,Male,Hispanic
757,53,Male,White
758,27,Female,White
759,32,Female,Hispanic
760,47,Male,Black
761,16,Female,White
762,72,Female,Hispanic
763,28,Male,Black
764,33,Female,Hispanic
765,60,Female,Hispanic
766,73,Female,Black
767,67,Male,White
768,42,Female,White
769,8,Female,White
770,40,Female,Black
771,56,Female,White
772,44,Female,Hispanic
773,2,Female,Hispanic
774,5,Male,Asian
775,25,Female,Hispanic
776,27,Female,Black
777,64,Female,White
778,70,Male,Hispanic
779,40,Female,Black
780,77,Male,Hispanic
781,34,Male,Hispanic
782,71,Male,Hispanic
783,60,Female,White
784,40,Female,White
785,16,Female,Hispanic
786,57,Male,Hispanic
787,10,Female,White
788,27,Female,Asian
789,17,Male,White
790,21,Male,White
791,63,Male,White
792,75,Female,Black
793,25,Female,White
794,65,Male,White
795,75,Female,White
796,50,Female,White
797,36,Male,Hispanic
798,53,Female,Hispanic
799,13,Male,Black
800,33,Male,Hispanic
801,90,Female,Hispanic
802,16,Male,Hispanic
803,52,Male,White
804,22,Female,Hispanic
805,55,Male,White
806,18,Male,Hispanic
807,26,Male,Hispanic
808,77,Male,Asian
809,42,Male,Hispanic
810,2,Female,White
811,55,Male,White
812,13,Female,Asian
813,18,Male,Hispanic
814,73,Female,Hispanic
815,10,Male,Hispanic
816,57,Male,Hispanic
817,36,Female,Hispanic
818,43,Male,Black
819,12,Female,White
820,37,Female,White
821,10,Male,Asian
822,10,Male,Hispanic
823,76,Male,White
824,46,Male,White
825,12,Male,White
826,76,Female,White
827,23,Male,Hispanic
828,7,Male,White
829,35,Male,White
830,88,Female,Black
831,8,Female,Black
832,12,Male,Asian
833,23,Male,White
834,31,Male,Hispanic
835,8,Male,Black
836,52,Female,Asian
837,54,Female,White
838,53,Female,White
839,26,Male,White
840,7,Male,Hispanic
841,2,Male,White
842,7,Female,White
843,35,Female,Hispanic
844,97,Female,Black
845,14,Female,White
846,42,Male,White
847,26,Male,Asian
848,35,Female,White
849,55,Male,Hispanic
850,58,Female,White
851,0,Female,White
852,13,Female,Hispanic
853,38,Male,White
854,31,Male,Hispanic
855,2,Male,Asian
856,10,Female,Hispanic
857,36,Female,White
858,26,Female,Two
859,70,Male,Hispanic
860,12,Female,White
861,22,Female,White
862,66,Female,White
863,64,Female,Asian
864,71,Male,Black
865,12,Male,White
866,55,Female,Asian
867,34,Male,White
868,64,Female,White
869,56,Female,Hispanic
870,11,Female,Black
871,5,Male,Hispanic
872,54,Male,White
873,31,Male,Hispanic
874,70,Male,White
875,10,Male,Hispanic
876,14,Male,White
877,45,Male,White
878,28,Female,Two
879,18,Male,White
880,78,Female,Two
881,43,Male,Asian
882,55,Female,White
883,32,Female,Black
884,10,Male,White
885,98,Male,White
886,8,Male,White
887,13,Male,White
888,40,Male,White
889,15,Female,White
890,82,Male,White
891,31,Female,Black
892,37,Female,Hispanic
893,91,Female,White
894,13,Female,Asian
895,31,Male,White
896,5,Female,White
897,81,Female,Black
898,11,Male,White
899,10,Female,Black
900,3,Female,Asian
901,58,Female,Hispanic
902,60,Male,Hispanic
903,61,Male,Black
904,47,Female,White
905,1,Male,Black
906,1,Female,White
907,37,Male,White
908,16,Female,Hispanic
909,58,Male,White
910,51,Female,White
911,68,Male,Hispanic
912,18,Female,Black
913,58,Male,Asian
914,28,Male,White
915,40,Female,White
916,14,Male,Hispanic
917,99,Male,Hispanic
918,7,Male,White
919,33,Male,Black
920,61,Male,White
921,37,Male,Black
922,74,Female,White
923,0,Female,Black
924,12,Female,Asian
925,36,Female,White
926,21,Female,White
927,2,Female,White
928,2,Male,White
929,23,Female,White
930,67,Female,Hispanic
931,33,Female,White
932,21,Male,Black
933,44,Male,Black
934,42,Female,Black
935,38,Female,Hispanic
936,1,Male,White
937,71,Male,Hispanic
938,55,Female,Black
939,72,Male,White
940,37,Male,White
941,72,Female,White
942,42,Female,Hispanic
943,34,Male,Black
944,17,Female,Hispanic
945,52,Male,White
946,88,Male,Black
947,72,Male,White
948,42,Female,White
949,71,Female,White
950,48,Female,Hispanic
951,65,Male,Black
952,34,Male,White
953,97,Female,White
954,32,Male,White
955,50,Female,Hispanic
956,56,Male,White
957,7,Female,Asian
958,13,Female,White
959,7,Female,Black
960,1,Female,Asian
961,4,Female,White
962,46,Female,White
963,45,Male,Hispanic
964,13,Male,White
965,31,Male,Hispanic
966,24,Female,Hispanic
967,82,Male,Hispanic
968,26,Male,White
969,60,Female,White
970,8,Male,Hispanic
971,42,Female,White
972,98,Female,Hispanic
973,3,Female,Asian
974,48,Female,Black
975,80,Male,Black
976,16,Male,Asian
977,12,Female,Hispanic
978,34,Male,Hispanic
979,32,Female,White
980,33,Female,Hispanic
981,4,Female,Hispanic
982,64,Female,White
983,4,Male,White
984,64,Male,Black
985,17,Female,White
986,58,Female,White
987,20,Female,White
988,25,Male,White
989,21,Female,Asian
990,20,Male,White
991,26,Female,White
992,27,Female,Black
993,33,Female,Hispanic
994,33,Female,White
995,47,Female,White
996,61,Male,White
997,27,Female,Black
998,71,Female,Black
999,37,Female,White
1000,45,Male,White
1001,55,Female,Hispanic
1002,40,Male,White
1003,24,Female,White
1004,6,Female,Hispanic
1005,44,Male,Hispanic
1006,24,Female,White
1007,64,Female,White
1008,16,Female,Black
1009,57,Male,Two
1010,75,Male,Hispanic
1011,34,Female,White
1012,26,Female,White
1013,23,Male,Hispanic
1014,51,Female,White
1015,20,Female,White
1016,10,Female,White
1017,98,Male,Asian
1018,12,Female,White
1019,5,Male,Hispanic
1020,28,Male,Asian
1021,27,Female,Asian
1022,57,Female,White
1023,62,Female,White
1024,55,Male,White
1025,30,Male,Black
1026,70,Female,White
1027,4,Male,White
1028,58,Female,White
1029,32,Male,White
1030,40,Male,White
1031,18,Female,White
1032,46,Female,Black
1033,82,Male,White
1034,10,Male,Hispanic
1035,57,Male,White
1036,70,Male,White
1037,34,Male,White
1038,40,Male,White
1039,32,Male,White
1040,73,Female,Black
1041,27,Male,Hispanic
1042,11,Male,Black
1043,66,Male,Hispanic
1044,81,Female,White
1045,85,Male,Asian
1046,57,Male,Hispanic
1047,65,Male,Black
1048,27,Female,Hispanic
1049,53,Female,White
1050,35,Female,Hispanic
1051,24,Male,White
1052,4,Female,Black
1053,44,Male,White
1054,48,Female,White
1055,55,Male,Hispanic
1056,26,Female,Hispanic
1057,31,Male,White
1058,38,Female,White
1059,44,Male,White
1060,0,Male,White
1061,57,Male,Hispanic
1062,93,Male,Hispanic
1063,53,Female,Black
1064,25,Male,White
1065,20,Female,Hispanic
1066,46,Female,White
1067,47,Male,Hispanic
1068,56,Female,Hispanic
1069,40,Male,White
1070,23,Female,White
1071,27,Male,White
1072,67,Female,Black
1073,17,Male,Hispanic
1074,51,Female,Hispanic
1075,23,Male,Black
1076,30,Female,White
1077,8,Female,Black
1078,5,Female,White
1079,27,Male,Black
1080,12,Female,Hispanic
1081,53,Female,Two
1082,41,Female,White
1083,31,Male,White
1084,35,Male,Black
1085,66,Male,White
1086,20,Male,Hispanic
1087,60,Male,White
1088,48,Female,Hispanic
1089,17,Female,White
1090,40,Male,White
1091,36,Female,Hispanic
1092,44,Female,White
1093,35,Female,White
1094,60,Male,Hispanic
1095,68,Male,Hispanic
1096,0,Male,Hispanic
1097,3,Male,White
1098,47,Female,Black
1099,38,Male,Asian
1100,48,Female,Hispanic
1101,11,Female,Hispanic
1102,31,Female,Black
1103,14,Female,Black
1104,14,Male,White
1105,52,Male,White
1106,3,Female,Hispanic
1107,38,Female,White
1108,56,Male,White
1109,52,Female,White
1110,78,Male,Hispanic
1111,28,Female,White
1112,70,Male,Hispanic
1113,38,Male,White
1114,8,Male,Black
1115,62,Female,White
1116,54,Male,Black
1117,93,Female,Asian
1118,47,Female,White
1119,34,Male,Black
1120,20,Male,White
1121,54,Female,White
1122,11,Female,Black
1123,26,Male,White
1124,76,Male,White
1125,28,Male,Asian
1126,50,Male,Hispanic
1127,67,Male,Asian
1128,93,Female,White
1129,43,Male,White
1130,56,Female,Hispanic
1131,1,Female,Black
1132,6,Male,Hispanic
1133,21,Male,Hispanic
1134,38,Male,Black
1135,13,Female,White
1136,4,Male,Black
1137,32,Female,Asian
1138,38,Female,White
1139,45,Female,White
1140,52,Female,White
1141,75,Male,White
1142,73,Female,White
1143,90,Female,White
1144,30,Female,White
1145,35,Female,Hispanic
1146,31,Female,Hispanic
1147,57,Male,Hispanic
1148,60,Female,Asian
1149,36,Male,Hispanic
1150,22,Male,Hispanic
1151,54,Male,White
1152,73,Female,Hispanic
1153,70,Female,Hispanic
1154,1,Male,Black
1155,75,Female,White
1156,33,Female,Hispanic
1157,6,Female,Black
1158,82,Male,Other
1159,60,Male,Hispanic
1160,38,Male,White
1161,1,Female,White
1162,74,Male,Black
1163,61,Male,Hispanic
1164,38,Female,Asian
1165,65,Female,Hispanic
1166,66,Male,Asian
1167,85,Male,White
1168,14,Male,White
1169,35,Female,White
1170,55,Female,Hispanic
1171,8,Female,White
1172,4,Male,Hispanic
1173,52,Male,Black
1174,42,Female,Asian
1175,57,Female,Hispanic
1176,50,Female,White
1177,2,Male,White
1178,40,Male,White
1179,51,Female,Hispanic
1180,34,Male,Black
1181,77,Female,White
1182,44,Male,Asian
1183,44,Female,Asian
1184,46,Female,Hispanic
1185,41,Female,Black
1186,12,Female,White
1187,78,Female,White
1188,32,Female,Hispanic
1189,41,Male,Hispanic
1190,23,Female,Black
1191,56,Male,Black
1192,45,Male,White
1193,25,Female,White
1194,26,Female,White
1195,58,Female,White
1196,30,Female,White
1197,56,Female,White
1198,73,Female,Hispanic
1199,37,Female,White
1200,17,Female,White
1201,27,Female,Hispanic
1202,98,Male,Black
1203,2,Male,White
1204,37,Male,White
1205,17,Male,White
1206,47,Female,White
1207,58,Female,Hispanic
1208,47,Male,Black
1209,42,Male,White
1210,23,Female,Hispanic
1211,31,Male,White
1212,17,Female,White
1213,83,Female,White
1214,6,Male,White
1215,42,Male,Hispanic
1216,40,Male,White
1217,63,Male,Black
1218,34,Male,Black
1219,44,Male,Black
1220,27,Female,Black
1221,22,Female,White
1222,51,Female,Black
1223,68,Female,Hispanic
1224,63,Female,White
1225,7,Female,White
1226,23,Female,Hispanic
1227,67,Female,Black
1228,52,Female,White
1229,71,Male,Asian
1230,28,Female,White
1231,24,Female,Hispanic
1232,10,Male,Hispanic
1233,24,Male,White
1234,27,Male,White
1235,12,Male,Hispanic
1236,28,Male,Hispanic
1237,43,Female,Black
1238,73,Male,Hispanic
1239,24,Female,White
1240,32,Female,White
1241,31,Male,Black
1242,52,Male,White
1243,3,Male,White
1244,4,Male,White
1245,34,Female,Hispanic
1246,20,Female,Hispanic
1247,35,Female,White
1248,11,Male,White
1249,77,Female,Asian
1250,54,Female,White
1251,22,Female,Hispanic
1252,17,Male,White
1253,70,Female,Hispanic
1254,25,Male,White
1255,16,Male,Hispanic
1256,57,Female,Black
1257,6,Female,Hispanic
1258,63,Female,White
1259,91,Male,White
1260,33,Male,White
1261,21,Male,White
1262,67,Female,Hispanic
1263,1,Female,Hispanic
1264,51,Male,White
1265,63,Male,White
1266,41,Female,White
1267,58,Female,Hispanic
1268,21,Female,White
1269,58,Male,Hispanic
1270,63,Male,White
1271,16,Male,White
1272,46,Female,Hispanic
1273,16,Female,Hispanic
1274,47,Female,White
1275,0,Female,White
1276,61,Female,White
1277,47,Female,White
1278,14,Female,White
1279,36,Female,Hispanic
1280,6,Male,Black
1281,42,Female,Hispanic
1282,21,Female,Hispanic
1283,17,Female,White
1284,80,Male,Hispanic
1285,20,Male,White
1286,0,Female,White
1287,40,Female,White
1288,11,Male,Black
1289,47,Female,White
1290,74,Male,Hispanic
1291,66,Female,White
1292,4,Male,Hispanic
1293,25,Male,Hispanic
1294,35,Female,Asian
1295,8,Female,Hispanic
1296,91,Male,White
1297,8,Female,White
1298,45,Female,White
1299,21,Male,Hispanic
1300,60,Female,White
1301,48,Female,White
1302,61,Male,White
1303,34,Male,White
1304,7,Female,Hispanic
1305,41,Female,White
1306,22,Male,White
1307,57,Female,White
1308,7,Female,Black
1309,74,Female,Hispanic
