uid,age,gender,race
146,45,Male,White
147,57,Female,White
148,18,Female,White
149,35,Male,Hispanic
150,2,Female,White
151,11,Female,Black
152,72,Female,White
153,61,Male,Hispanic
154,16,Female,White
155,28,Female,Black
156,24,Male,White
157,24,Female,Black
158,1,Female,White
159,26,Male,Black
160,71,Female,White
161,14,Male,Black
162,89,Female,Black
163,45,Female,Hispanic
164,6,Male,White
165,10,Male,Asian
166,31,Male,White
167,37,Female,Hispanic
168,21,Female,White
169,62,Male,Hispanic
170,48,Male,Hispanic
171,40,Female,White
172,11,Male,Black
173,0,Female,White
174,77,Female,Hispanic
175,55,Male,White
176,37,Female,White
177,53,Male,Hispanic
178,34,Male,White
179,44,Male,White
180,20,Female,White
181,58,Male,White
182,22,Female,Hispanic
183,7,Female,White
184,8,Female,White
185,21,Female,Hispanic
186,51,Male,Black
187,67,Male,White
188,26,Male,Hispanic
189,24,Male,Black
190,27,Female,Hispanic
191,55,Male,White
192,90,Male,Hispanic
193,13,Female,White
194,53,Female,Hispanic
195,31,Male,White
196,5,Male,White
197,34,Female,Hispanic
198,42,Female,Hispanic
199,68,Male,White
200,14,Female,Hispanic
201,17,Male,White
202,4,Male,Hispanic
203,63,Male,White
204,18,Female,Hispanic
205,7,Female,White
206,5,Male,White
207,66,Female,Hispanic
208,21,Female,Black
209,36,Female,Black
210,38,Male,Hispanic
211,37,Male,Hispanic
212,66,Female,White
213,89,Male,White
214,23,Female,Black
215,42,Male,Hispanic
216,14,Female,White
217,23,Male,White
218,23,Female,Hispanic
219,11,Male,Hispanic
220,34,Male,White
221,26,Male,Hispanic
222,14,Female,Hispanic
223,21,Male,Hispanic
224,4,Female,White
225,40,Male,White
226,20,Male,White
227,17,Male,Hispanic
228,60,Male,White
229,21,Female,White
230,53,Female,White
231,7,Male,White
232,48,Female,White
233,50,Female,White
234,20,Male,Hispanic
235,38,Female,Hispanic
236,5,Male,White
237,22,Female,White
238,26,Male,Hispanic
239,50,Female,Black
240,26,Female,White
241,7,Female,Black
242,41,Male,White
243,80,Male,Asian
244,47,Female,Hispanic
245,25,Male,Black
246,25,Male,White
247,10,Female,White
248,15,Male,Two
249,26,Male,White
250,31,Male,Hispanic
251,28,Male,White
252,30,Male,White
253,63,Male,White
254,40,Female,Black
255,15,Male,Asian
256,36,Male,White
257,46,Female,White
258,62,Female,Hispanic
259,41,Female,Hispanic
260,6,Female,White
261,12,Female,White
262,42,Female,White
263,23,Male,Black
264,43,Female,White
265,76,Female,White
266,73,Male,Hispanic
267,13,Male,White
268,42,Male,Asian
269,36,Male,White
270,92,Female,Black
271,72,Female,Black
272,77,Female,White
273,14,Male,White
274,18,Male,White
275,36,Male,White
276,38,Male,White
277,11,Male,Black
278,43,Male,Hispanic
279,24,Female,Hispanic
280,44,Female,White
281,54,Male,White
282,64,Female,Hispanic
283,20,Female,White
284,17,Female,Hispanic
285,44,Male,White
286,72,Female,White
287,52,Male,Black
288,68,Male,White
289,14,Female,White
290,13,Female,Hispanic
291,32,Male,Black
292,41,Female,Hispanic
293,24,Male,Hispanic
294,5,Female,Black
295,48,Male,White
296,11,Male,White
297,44,Female,Hispanic
298,61,Female,Hispanic
299,23,Male,White
300,6,Female,White
301,94,Male,Hispanic
302,16,Female,Black
303,32,Female,Hispanic
304,33,Male,Asian
305,33,Female,Hispanic
306,7,Female,Black
307,12,Male,White
308,75,Male,White
309,43,Male,White
310,92,Male,White
311,58,Female,Black
312,93,Male,Black
313,4,Female,Hispanic
314,48,Male,Black
315,33,Female,Hispanic
316,6,Female,Two
317,50,Male,Black
318,89,Male,White
319,44,Female,White
320,52,Male,White
321,25,Male,Asian
322,32,Female,White
323,32,Male,White
324,15,Female,White
325,63,Male,Hispanic
326,66,Female,White
327,52,Female,Black
328,51,Female,Hispanic
329,70,Female,White
330,33,Female,White
331,18,Female,White
332,8,Female,Hispanic
333,28,Female,Black
334,36,Female,White
335,84,Female,White
336,21,Female,Black
337,3,Female,Black
338,64,Male,Hispanic
339,44,Male,Black
340,61,Male,Hispanic
341,55,Male,White
342,58,Male,Hispanic
343,62,Female,White
344,73,Female,Hispanic
345,50,Female,Asian
346,81,Female,White
347,27,Female,Hispanic
348,12,Female,White
349,64,Female,White
350,10,Female,White
351,46,Male,White
352,57,Male,White
353,30,Female,Hispanic
354,40,Female,White
355,12,Male,White
356,26,Female,White
357,45,Male,White
358,46,Male,White
359,87,Male,White
360,40,Male,Hispanic
361,2,Female,Hispanic
362,61,Female,White
363,10,Female,Black
364,70,Male,White
365,54,Female,Black
366,0,Male,White
367,52,Female,Hispanic
368,25,Male,White
369,73,Female,Black
370,61,Female,Hispanic
371,13,Male,White
372,64,Male,Hispanic
373,36,Female,Hispanic
374,24,Female,Black
375,38,Male,White
376,52,Male,White
377,57,Male,White
378,28,Male,Hispanic
379,63,Female,White
380,60,Male,Hispanic
381,35,Male,White
382,31,Female,Hispanic
383,1,Female,White
384,2,Male,White
385,40,Male,White
386,62,Female,Black
387,8,Female,Hispanic
388,17,Female,Hispanic
389,44,Male,Black
390,5,Male,White
391,50,Female,Hispanic
392,56,Male,Black
393,67,Male,Two
394,63,Female,White
395,77,Male,White
396,32,Female,White
397,37,Male,Hispanic
398,22,Female,White
399,8,Female,Hispanic
400,13,Female,White
401,54,Female,Hispanic
402,28,Male,White
403,24,Female,Black
404,32,Male,Hispanic
405,23,Male,Black
406,94,Female,White
407,15,Female,Black
408,89,Male,Two
409,2,Male,White
410,35,Female,White
411,36,Male,White
412,0,Male,Black
413,35,Male,Asian
414,48,Female,White
415,20,Male,White
416,62,Female,White
417,24,Female,White
418,24,Female,White
419,42,Male,Hispanic
420,28,Female,White
421,76,Female,White
422,57,Female,Black
423,40,Male,White
424,26,Female,White
425,56,Female,White
426,38,Male,Hispanic
427,44,Female,Black
428,5,Female,White
429,2,Female,White
430,12,Female,White
431,31,Male,White
432,26,Female,White
433,58,Male,Hispanic
434,8,Female,White
435,51,Female,Asian
436,73,Female,Hispanic
437,56,Female,Hispanic
438,42,Female,Asian
439,44,Male,Other
440,32,Male,White
441,38,Female,Two
442,57,Female,White
443,18,Male,Hispanic
444,24,Female,Black
445,15,Female,White
446,48,Male,White
447,38,Female,Other
448,30,Male,White
449,53,Female,Hispanic
450,72,Female,White
451,32,Male,Hispanic
452,53,Male,Hispanic
453,18,Male,Black
454,74,Male,Hispanic
455,82,Male,Hispanic
456,7,Male,Hispanic
457,65,Male,White
458,41,Female,White
459,17,Male,Hispanic
460,61,Female,White
461,58,Female,White
462,62,Male,Hispanic
463,27,Female,White
464,16,Male,Black
465,47,Female,White
466,96,Male,White
467,25,Female,Black
468,53,Male,White
469,31,Male,White
470,47,Male,Hispanic
471,66,Female,Black
472,42,Male,Black
473,22,Male,White
474,38,Female,Hispanic
475,35,Female,Black
476,43,Male,Hispanic
477,7,Male,Black
478,81,Female,White
479,8,Male,Hispanic
480,50,Male,Hispanic
481,10,Female,Hispanic
482,45,Male,Black
483,68,Male,Hispanic
484,81,Female,Asian
485,37,Male,White
486,21,Male,Black
487,25,Male,White
488,52,Male,Black
489,32,Male,White
490,0,Male,White
491,11,Female,Hispanic
492,47,Female,Hispanic
493,40,Female,White
494,75,Female,White
495,10,Female,Hispanic
496,2,Female,Black
497,54,Female,White
498,3,Female,Hispanic
499,14,Female,Black
500,65,Male,Hispanic
501,58,Male,Black
502,40,Female,Hispanic
503,55,Male,Hispanic
504,31,Female,White
505,1,Male,Asian
506,46,Male,Hispanic
507,16,Female,Hispanic
508,60,Female,White
509,53,Male,White
510,91,Female,White
511,36,Male,Hispanic
512,53,Female,White
513,48,Male,Hispanic
514,67,Male,Hispanic
515,23,Female,White
516,25,Female,White
517,11,Male,Black
518,25,Female,Hispanic
519,30,Male,White
520,34,Male,White
521,47,Male,White
522,17,Male,Two
523,12,Female,Hispanic
524,6,Female,White
525,25,Male,Hispanic
526,8,Male,Other
527,63,Male,White
528,46,Male,Hispanic
529,13,Male,Hispanic
530,72,Female,Hispanic
531,76,Male,White
532,32,Female,White
533,0,Male,White
534,16,Female,White
535,35,Male,Hispanic
536,43,Female,Black
537,30,Male,White
538,72,Female,Black
539,54,Male,Hispanic
540,95,Female,Hispanic
541,20,Male,White
542,7,Female,Black
543,32,Female,Hispanic
544,33,Male,Black
545,36,Male,White
546,7,Male,White
547,25,Male,Hispanic
548,22,Female,Hispanic
549,10,Female,Hispanic
550,51,Male,White
551,10,Male,White
552,30,Male,Hispanic
553,53,Male,White
554,45,Female,White
555,63,Male,Black
556,24,Male,Black
557,31,Female,Hispanic
558,17,Male,White
559,55,Female,Black
560,30,Female,White
561,73,Male,White
562,25,Female,White
563,11,Male,White
564,65,Female,Hispanic
565,56,Male,Black
566,62,Male,White
567,38,Male,White
568,6,Male,White
569,35,Male,White
570,16,Male,White
571,61,Female,White
572,10,Male,Hispanic
573,21,Male,Black
574,37,Male,White
575,8,Female,White
576,61,Male,White
577,11,Female,Hispanic
578,26,Male,Black
579,54,Female,Asian
580,71,Male,White
581,20,Male,White
582,54,Female,Hispanic
583,11,Female,Black
584,40,Female,Black
585,43,Female,Black
586,32,Female,White
587,27,Male,White
588,42,Male,Asian
589,21,Male,White
590,11,Male,Hispanic
591,16,Male,White
592,36,Male,Hispanic
593,13,Female,Hispanic
594,65,Male,White
595,15,Male,Hispanic
596,4,Female,White
597,3,Male,Hispanic
598,54,Male,White
599,45,Male,White
600,3,Female,Black
601,36,Male,White
602,43,Female,Hispanic
603,34,Male,White
604,55,Female,Hispanic
605,28,Male,White
606,64,Male,Black
607,7,Female,Black
608,35,Female,Hispanic
609,31,Female,Hispanic
610,45,Male,Hispanic
611,11,Male,Hispanic
612,6,Female,White
613,11,Female,Other
614,1,Female,Hispanic
615,40,Female,Hispanic
616,63,Female,White
617,21,Female,White
618,12,Male,White
619,46,Female,Hispanic
620,66,Male,Hispanic
621,27,Male,Hispanic
622,4,Female,Two
623,56,Female,White
624,44,Female,Black
625,6,Male,White
626,23,Female,Hispanic
627,32,Male,White
628,6,Male,Black
629,74,Female,White
630,31,Male,White
631,65,Male,White
632,55,Female,Hispanic
633,34,Male,Asian
634,25,Female,White
635,54,Male,White
636,32,Male,Hispanic
637,13,Female,White
638,32,Female,White
639,28,Male,White
640,12,Female,White
641,55,Male,White
642,1,Male,Hispanic
643,37,Male,Black
644,14,Female,Hispanic
645,20,Male,Asian
646,47,Female,Hispanic
647,60,Male,Black
648,27,Male,White
649,74,Male,White
650,30,Male,White
651,43,Male,White
652,70,Male,White
653,44,Male,White
654,35,Female,White
655,6,Female,White
656,72,Female,Hispanic
657,60,Male,Black
658,22,Male,Black
659,24,Male,Black
660,12,Male,White
661,28,Female,Hispanic
662,64,Female,White
663,50,Female,Black
664,44,Female,Black
665,31,Female,White
666,7,Male,Black
667,15,Female,White
668,32,Male,White
669,56,Male,Black
670,78,Male,Hispanic
671,32,Male,Black
672,22,Male,White
673,18,Female,White
674,42,Female,Black
675,53,Male,White
676,2,Female,White
677,28,Female,Hispanic
678,65,Female,Black
679,32,Male,Hispanic
680,22,Male,White
681,0,Female,Hispanic
682,30,Female,White
683,35,Female,Asian
684,0,Male,Hispanic
685,57,Male,Black
686,57,Female,Black
687,76,Female,Hispanic
688,38,Male,Hispanic
689,51,Male,White
690,72,Male,White
691,76,Female,Two
692,76,Female,White
693,18,Male,White
694,16,Female,White
695,50,Male,Black
696,58,Male,Black
697,41,Male,Black
698,40,Male,Hispanic
699,54,Female,White
700,63,Male,Hispanic
701,30,Female,White
702,33,Male,White
703,32,Male,White
704,33,Female,Black
705,13,Male,Black
706,38,Male,Black
707,48,Female,White
708,22,Male,White
709,0,Male,Black
710,14,Female,White
711,61,Female,White
712,18,Female,White
713,68,Male,White
714,27,Female,Two
715,45,Male,Hispanic
716,43,Female,White
717,94,Female,White
718,47,Male,White
719,41,Female,Black
720,23,Female,Hispanic
721,22,Female,White
722,5,Female,White
723,72,Male,White
724,31,Male,White
725,12,Female,Hispanic
726,16,Female,White
727,41,Female,Two
728,17,Female,Black
729,24,Female,Hispanic
730,5,Female,White
731,21,Female,Hispanic
732,56,Male,White
733,63,Female,Hispanic
734,0,Female,Hispanic
735,16,Male,White
736,13,Male,Black
737,48,Male,Hispanic
738,61,Male,Hispanic
739,26,Female,White
740,14,Male,Hispanic
741,28,Male,White
742,28,Female,White
743,1,Male,White
744,44,Male,White
745,17,Female,Black
746,1,Female,White
747,24,Male,Hispanic
748,61,Female,White
749,10,Male,White
750,15,Male,Hispanic
751,1,Female,Black
752,7,Male,White
753,75,Female,Black
754,58,Male,White
755,7,Male,White
756,41,Male,Asian
757,72,Male,Hispanic
758,24,Male,White
759,55,Female,White
760,61,Male,White
761,22,Male,White
762,56,Male,White
763,38,Male,White
764,64,Female,Black
765,67,Female,Hispanic
766,78,Female,White
767,12,Female,Hispanic
768,78,Male,Hispanic
769,68,Male,Two
770,40,Male,White
771,35,Male,White
772,60,Male,White
773,11,Female,Black
774,5,Male,White
775,53,Female,Hispanic
776,58,Female,White
777,26,Female,Hispanic
778,4,Male,White
779,35,Male,Hispanic
780,32,Female,White
781,43,Male,Asian
782,51,Female,Hispanic
783,30,Female,Two
784,25,Male,White
785,14,Female,Hispanic
786,50,Female,Hispanic
787,20,Female,White
788,11,Male,Hispanic
789,44,Female,White
790,18,Female,White
791,54,Female,Hispanic
792,32,Female,White
793,33,Female,Hispanic
794,89,Female,White
795,37,Female,Black
796,12,Male,White
797,62,Female,White
798,52,Female,White
799,31,Female,Hispanic
800,38,Female,Black
801,50,Female,White
802,36,Female,Black
803,63,Female,White
804,38,Male,White
805,52,Female,White
806,65,Male,White
807,55,Male,Black
808,40,Male,White
809,43,Male,White
810,40,Male,Hispanic
811,3,Female,Hispanic
812,51,Female,Hispanic
813,40,Male,Hispanic
814,46,Female,Hispanic
815,30,Male,White
816,11,Male,White
817,30,Male,White
818,54,Female,White
819,18,Female,Black
820,28,Male,White
821,25,Male,White
822,10,Female,Hispanic
823,1,Female,Hispanic
824,62,Female,Hispanic
825,30,Female,Asian
826,38,Male,Black
827,47,Male,Hispanic
828,73,Female,Hispanic
829,61,Female,White
830,50,Female,White
831,6,Male,Hispanic
832,28,Male,Asian
833,65,Female,Hispanic
834,27,Female,White
835,76,Male,White
836,22,Female,Asian
837,11,Male,Black
838,26,Female,Hispanic
839,37,Female,Black
840,22,Male,White
841,75,Male,White
842,56,Female,Black
843,51,Female,White
844,25,Male,Asian
845,34,Female,Hispanic
846,27,Female,Hispanic
847,41,Female,White
848,58,Male,Black
849,37,Male,White
850,12,Male,White
851,28,Female,White
852,1,Male,Black
853,55,Female,White
854,13,Male,White
855,74,Female,White
856,86,Male,White
857,43,Male,Black
858,89,Male,White
859,73,Male,Black
860,30,Female,Black
861,32,Female,Black
862,33,Male,Hispanic
863,36,Male,Black
864,17,Female,White
865,43,Male,Asian
866,28,Male,White
867,24,Male,White
868,90,Female,Hispanic
869,62,Male,White
870,17,Female,Hispanic
871,10,Female,White
872,62,Male,White
873,48,Female,White
874,77,Female,Hispanic
875,34,Male,Hispanic
876,28,Male,White
877,50,Female,White
878,33,Male,Black
879,25,Male,Black
880,27,Male,White
881,68,Female,White
882,41,Female,White
883,62,Male,Hispanic
884,15,Female,White
885,32,Female,Hispanic
886,22,Female,Hispanic
887,4,Female,White
888,30,Male,Hispanic
889,48,Female,White
890,60,Male,White
891,25,Male,White
892,63,Female,White
893,61,Male,White
894,26,Male,Hispanic
895,4,Female,White
896,28,Female,Hispanic
897,66,Female,Asian
898,10,Male,Hispanic
899,77,Female,Black
900,41,Male,Black
901,18,Female,White
902,31,Male,Hispanic
903,15,Male,White
904,53,Male,Hispanic
905,63,Male,Black
906,82,Female,Hispanic
907,78,Male,White
908,45,Male,White
909,32,Female,Black
910,47,Male,White
911,62,Male,White
912,13,Female,White
913,57,Male,White
914,14,Female,Hispanic
915,70,Male,White
916,13,Male,White
917,46,Female,White
918,6,Female,Hispanic
919,36,Female,Hispanic
920,35,Female,White
921,13,Female,White
922,5,Female,White
923,64,Male,Black
924,30,Male,Black
925,12,Female,Hispanic
926,12,Female,White
927,63,Female,Black
928,8,Male,Black
929,32,Male,White
930,60,Female,Hispanic
931,68,Female,Hispanic
932,48,Male,Black
933,92,Male,Native
934,28,Male,Hispanic
935,56,Female,White
936,0,Male,White
937,25,Female,White
938,41,Male,Asian
939,65,Female,Black
940,95,Male,Black
941,22,Male,Black
942,42,Female,White
943,30,Male,White
944,27,Male,White
945,54,Female,White
946,15,Female,Hispanic
947,54,Female,White
948,34,Male,White
949,37,Male,White
950,3,Female,Hispanic
951,20,Male,White
952,34,Male,Hispanic
953,45,Female,Other
954,54,Female,White
955,25,Male,Hispanic
956,23,Male,Black
957,3,Male,Hispanic
958,68,Male,White
959,55,Male,Asian
960,32,Male,White
961,4,Female,White
962,23,Male,Black
963,31,Female,White
964,13,Female,Hispanic
965,16,Male,White
966,20,Male,White
967,72,Male,White
968,12,Male,White
969,33,Male,Black
970,34,Male,Black
971,57,Female,Hispanic
972,27,Female,Hispanic
973,6,Female,Hispanic
974,35,Female,Black
975,87,Female,Hispanic
976,10,Female,Black
977,28,Male,Black
978,44,Female,White
979,43,Female,Asian
980,30,Female,Hispanic
981,46,Female,White
982,65,Male,White
983,26,Male,White
984,43,Female,Black
985,90,Female,White
986,43,Female,White
987,4,Male,Asian
988,36,Male,White
989,35,Male,Hispanic
990,20,Female,Hispanic
991,95,Female,White
992,63,Male,White
993,25,Female,White
994,37,Female,Hispanic
995,20,Female,Black
996,16,Female,Hispanic
997,61,Male,White
998,44,Male,Hispanic
999,12,Male,Hispanic
1000,13,Male,Black
1001,20,Male,Black
1002,36,Female,Hispanic
1003,53,Male,Hispanic
1004,73,Male,White
1005,22,Male,Black
1006,35,Male,Hispanic
1007,15,Male,White
1008,61,Male,Hispanic
1009,77,Female,White
1010,6,Male,White
1011,5,Female,White
1012,73,Male,Hispanic
1013,48,Female,White
1014,51,Male,White
1015,34,Male,White
1016,73,Female,White
1017,10,Male,Two
1018,27,Female,White
1019,45,Male,White
1020,89,Male,White
1021,40,Female,Other
1022,63,Female,White
1023,45,Female,White
1024,52,Female,Hispanic
1025,32,Female,White
1026,74,Male,Hispanic
1027,16,Male,White
1028,65,Male,Hispanic
1029,45,Female,White
1030,81,Female,Hispanic
1031,35,Female,White
1032,77,Female,Black
1033,48,Male,White
1034,2,Female,Black
1035,75,Male,White
1036,11,Female,White
1037,34,Male,White
1038,11,Female,Hispanic
1039,11,Male,Hispanic
1040,55,Male,Black
1041,27,Male,Hispanic
1042,32,Male,Hispanic
1043,26,Male,Hispanic
1044,21,Female,Hispanic
1045,56,Male,White
1046,72,Male,White
1047,6,Male,Hispanic
1048,33,Female,White
1049,60,Female,Hispanic
1050,36,Male,White
1051,52,Male,White
1052,17,Male,Hispanic
1053,30,Female,White
1054,77,Female,Black
1055,25,Male,White
1056,57,Male,Black
1057,64,Male,White
1058,44,Male,White
1059,24,Female,White
1060,17,Female,White
1061,46,Male,Asian
1062,28,Female,Hispanic
1063,24,Male,White
1064,27,Male,White
1065,12,Male,White
1066,26,Male,White
1067,15,Female,Black
1068,22,Female,White
1069,5,Male,White
1070,45,Female,Hispanic
1071,60,Female,White
1072,33,Female,White
1073,43,Female,White
1074,33,Female,Hispanic
1075,11,Female,White
1076,34,Female,White
1077,36,Male,White
1078,28,Female,White
1079,51,Female,Asian
1080,41,Male,White
1081,20,Female,Hispanic
1082,43,Male,White
1083,86,Male,White
1084,12,Female,White
1085,18,Male,Asian
1086,2,Male,Hispanic
1087,89,Female,White
1088,55,Male,Hispanic
1089,6,Male,Hispanic
1090,37,Male,White
1091,3,Female,Black
1092,16,Female,Asian
1093,38,Female,White
1094,14,Female,White
1095,4,Male,Hispanic
1096,8,Male,Black
1097,34,Male,White
1098,7,Female,Hispanic
1099,62,Female,Hispanic
1100,7,Female,Hispanic
1101,42,Male,Asian
1102,37,Female,White
1103,3,Female,White
1104,10,Female,White
1105,26,Female,White
1106,18,Female,Asian
1107,64,Female,Hispanic
1108,1,Female,Hispanic
1109,35,Male,Hispanic
1110,17,Female,White
1111,37,Female,Asian
1112,44,Female,Black
1113,66,Male,Asian
1114,26,Male,Hispanic
1115,26,Male,White
1116,11,Male,White
1117,1,Female,Hispanic
1118,3,Female,Hispanic
1119,35,Male,Asian
1120,71,Female,Hispanic
1121,25,Female,Hispanic
1122,34,Male,Hispanic
1123,26,Male,Black
1124,51,Female,White
1125,48,Female,White
1126,50,Female,Hispanic
1127,28,Female,White
1128,48,Female,White
1129,28,Female,White
1130,58,Female,White
1131,58,Male,White
1132,35,Female,White
1133,6,Female,Black
1134,77,Female,Hispanic
1135,64,Female,White
1136,33,Female,Hispanic
1137,57,Female,Hispanic
1138,32,Male,Two
1139,33,Male,Hispanic
1140,58,Female,Black
1141,74,Male,Hispanic
1142,1,Male,White
1143,12,Male,White
1144,22,Male,White
1145,13,Male,Hispanic
1146,26,Female,White
1147,73,Female,Hispanic
1148,42,Female,Hispanic
1149,32,Female,White
1150,36,Female,White
1151,72,Male,Hispanic
1152,26,Female,White
1153,40,Female,Hispanic
1154,14,Female,White
1155,46,Male,Black
1156,61,Female,White
1157,56,Male,Black
1158,17,Male,Hispanic
1159,32,Female,White
1160,27,Male,White
1161,11,Female,Black
1162,62,Female,Black
1163,44,Female,Hispanic
1164,30,Female,White
1165,0,Male,Hispanic
1166,45,Male,Black
1167,76,Male,White
1168,37,Female,White
1169,35,Female,White
1170,57,Male,White
1171,53,Female,Hispanic
1172,86,Male,Hispanic
1173,52,Female,Hispanic
1174,11,Male,Hispanic
1175,18,Male,Hispanic
1176,57,Male,Black
1177,23,Female,Black
1178,60,Female,White
1179,27,Female,Black
1180,20,Female,Black
1181,77,Female,Other
1182,57,Female,Black
1183,75,Female,Hispanic
1184,98,Female,Hispanic
1185,50,Male,Black
1186,35,Female,Hispanic
1187,55,Male,White
1188,27,Female,Black
1189,61,Male,Black
1190,31,Male,White
1191,13,Female,White
1192,7,Male,White
1193,26,Male,Black
1194,46,Male,Hispanic
1195,60,Female,Hispanic
1196,56,Female,White
1197,8,Male,White
1198,24,Female,Hispanic
1199,62,Male,Hispanic
1200,42,Female,Hispanic
1201,2,Male,White
1202,41,Male,White
1203,68,Female,Black
1204,20,Male,White
1205,32,Female,Two
1206,99,Male,Hispanic
1207,75,Female,Hispanic
1208,45,Female,White
1209,14,Female,Other
1210,61,Female,Black
1211,13,Male,White
1212,77,Female,White
1213,46,Male,White
1214,51,Male,Black
1215,23,Male,White
1216,63,Male,White
1217,25,Male,Black
1218,50,Male,Hispanic
1219,60,Female,Hispanic
1220,98,Male,Hispanic
1221,21,Male,Hispanic
1222,38,Male,White
1223,77,Male,White
1224,12,Male,Hispanic
1225,62,Male,Hispanic
1226,0,Female,White
1227,13,Male,White
1228,7,Male,White
1229,35,Male,Hispanic
1230,42,Female,Hispanic
1231,1,Female,White
1232,55,Male,White
1233,36,Female,Two
1234,67,Female,White
1235,36,Female,White
1236,96,Female,White
1237,40,Male,White
1238,24,Female,White
1239,31,Female,White
1240,31,Male,White
1241,70,Female,Black
1242,13,Female,White
1243,20,Male,Black
1244,56,Female,Two
1245,46,Female,Hispanic
1246,37,Male,White
1247,41,Female,Hispanic
1248,71,Female,Black
1249,83,Female,White
1250,31,Male,White
1251,16,Male,White
1252,20,Female,White
1253,33,Female,Hispanic
1254,14,Male,White
1255,50,Female,White
1256,4,Female,Black
1257,67,Female,White
1258,70,Male,White
1259,47,Male,Hispanic
1260,17,Male,Black
1261,63,Male,Asian
1262,52,Female,White
1263,32,Female,Black
1264,37,Male,White
1265,23,Male,White
1266,52,Female,Hispanic
1267,42,Male,White
1268,41,Female,White
1269,4,Female,White
1270,25,Male,Black
1271,33,Female,Hispanic
1272,94,Male,Black
1273,63,Male,Black
1274,6,Male,Hispanic
1275,93,Female,White
1276,37,Male,Hispanic
1277,43,Female,Hispanic
1278,16,Female,White
1279,60,Female,Black
1280,25,Female,White
1281,73,Female,White
1282,46,Female,White
1283,63,Female,White
1284,23,Male,White
1285,37,Female,White
1286,58,Female,Hispanic
1287,31,Male,Black
1288,88,Male,Hispanic
1289,40,Female,Hispanic
1290,67,Male,White
1291,13,Male,White
1292,30,Male,Hispanic
1293,74,Female,Black
1294,98,Female,Two
1295,58,Female,White
1296,62,Female,Black
1297,73,Female,White
1298,94,Male,Black
1299,25,Male,White
1300,68,Male,Hispanic
1301,65,Female,White
1302,43,Female,Black
1303,32,Female,Hispanic
1304,24,Female,White
1305,58,Male,White
1306,53,Female,Black
1307,64,Female,Two
1308,14,Female,Hispanic
1309,26,Female,Hispanic
1310,26,Female,Black
1311,84,Male,White
1312,3,Female,White
1313,5,Male,White
1314,0,Female,White
